machine_id,timestamp,temperature_C,vibration_mm_s,rpm,current_A,status
CNC_01,2026-04-13T02:43:02.966Z,74.12,1.84,1494,12.62,running
CNC_01,2026-04-13T02:44:02.966Z,72.59,1.73,1491,12.65,running
CNC_01,2026-04-13T02:45:02.966Z,70.53,1.84,1494,12.33,running
CNC_01,2026-04-13T02:46:02.966Z,74.14,1.73,1471,12.13,running
CNC_01,2026-04-13T02:47:02.966Z,70.12,1.79,1473,12.28,running
CNC_01,2026-04-13T02:48:02.966Z,73.19,1.73,1479,12.8,running
CNC_01,2026-04-13T02:49:02.966Z,71.68,1.75,1474,12.54,running
CNC_01,2026-04-13T02:50:02.966Z,71.99,1.75,1478,12.31,running
CNC_01,2026-04-13T02:51:02.966Z,70.86,1.84,1500,12.4,running
CNC_01,2026-04-13T02:52:02.966Z,70.5,1.8,1500,12.49,running
CNC_01,2026-04-13T02:53:02.966Z,70.91,1.75,1493,12.83,running
CNC_01,2026-04-13T02:54:02.966Z,72.64,1.78,1498,12.72,running
CNC_01,2026-04-13T02:55:02.966Z,73.25,1.83,1489,12.44,running
CNC_01,2026-04-13T02:56:02.966Z,71.07,1.76,1483,12.46,running
CNC_01,2026-04-13T02:57:02.966Z,71.93,1.76,1486,12.77,running
CNC_01,2026-04-13T02:58:02.966Z,72.65,1.76,1498,12.55,running
CNC_01,2026-04-13T02:59:02.966Z,69.95,1.83,1476,12.64,running
CNC_01,2026-04-13T03:00:02.966Z,71.13,1.78,1498,12.23,running
CNC_01,2026-04-13T03:01:02.966Z,72.71,1.77,1496,12.8,running
CNC_01,2026-04-13T03:02:02.966Z,73.22,1.85,1485,12.73,running
CNC_01,2026-04-13T03:03:02.966Z,71.01,1.85,1478,12.49,running
CNC_01,2026-04-13T03:04:02.966Z,71.48,1.76,1466,12.15,running
CNC_01,2026-04-13T03:05:02.966Z,70.39,1.79,1474,12.85,running
CNC_01,2026-04-13T03:06:02.966Z,71.91,1.85,1501,12.5,running
CNC_01,2026-04-13T03:07:02.966Z,71.41,1.78,1471,12.51,running
CNC_01,2026-04-13T03:08:02.966Z,70.89,1.84,1466,12.73,running
CNC_01,2026-04-13T03:09:02.966Z,71.67,1.78,1501,12.19,running
CNC_01,2026-04-13T03:10:02.966Z,73.62,1.86,1481,12.17,running
CNC_01,2026-04-13T03:11:02.966Z,73.0,1.81,1486,12.58,running
CNC_01,2026-04-13T03:12:02.966Z,71.05,1.76,1467,12.22,running
CNC_01,2026-04-13T03:13:02.966Z,73.94,1.75,1462,12.63,running
CNC_01,2026-04-13T03:14:02.966Z,71.04,1.78,1486,12.78,running
CNC_01,2026-04-13T03:15:02.966Z,71.17,1.74,1492,12.41,running
CNC_01,2026-04-13T03:16:02.966Z,71.84,1.84,1470,12.82,running
CNC_01,2026-04-13T03:17:02.966Z,70.6,1.81,1493,12.21,running
CNC_01,2026-04-13T03:18:02.966Z,70.76,1.85,1500,12.43,running
CNC_01,2026-04-13T03:19:02.966Z,70.19,1.74,1476,12.5,running
CNC_01,2026-04-13T03:20:02.966Z,70.78,1.75,1493,12.52,running
CNC_01,2026-04-13T03:21:02.966Z,70.26,1.84,1492,12.81,running
CNC_01,2026-04-13T03:22:02.966Z,73.22,1.75,1501,12.44,running
CNC_01,2026-04-13T03:23:02.966Z,71.14,1.86,1481,12.73,running
CNC_01,2026-04-13T03:24:02.966Z,71.52,1.82,1461,12.46,running
CNC_01,2026-04-13T03:25:02.966Z,72.88,1.85,1495,12.15,running
CNC_01,2026-04-13T03:26:02.966Z,73.3,1.77,1467,12.23,running
CNC_01,2026-04-13T03:27:02.966Z,72.78,1.85,1492,12.18,running
CNC_01,2026-04-13T03:28:02.966Z,73.36,1.84,1463,12.54,running
CNC_01,2026-04-13T03:29:02.966Z,72.14,1.75,1498,12.35,running
CNC_01,2026-04-13T03:30:02.966Z,71.5,1.8,1491,12.66,running
CNC_01,2026-04-13T03:31:02.966Z,72.91,1.86,1501,12.62,running
CNC_01,2026-04-13T03:32:02.966Z,72.89,1.86,1485,12.84,running
CNC_01,2026-04-13T03:33:02.966Z,72.66,1.75,1486,12.34,running
CNC_01,2026-04-13T03:34:02.966Z,73.17,1.78,1479,12.64,running
CNC_01,2026-04-13T03:35:02.966Z,70.05,1.87,1498,12.82,running
CNC_01,2026-04-13T03:36:02.966Z,73.99,1.84,1473,12.68,running
CNC_01,2026-04-13T03:37:02.966Z,72.52,1.82,1478,12.28,running
CNC_01,2026-04-13T03:38:02.966Z,72.18,1.86,1474,12.8,running
CNC_01,2026-04-13T03:39:02.966Z,71.49,1.79,1490,12.55,running
CNC_01,2026-04-13T03:40:02.966Z,70.56,1.74,1501,12.83,running
CNC_01,2026-04-13T03:41:02.966Z,70.25,1.73,1492,12.27,running
CNC_01,2026-04-13T03:42:02.966Z,73.94,1.87,1458,12.17,running
CNC_01,2026-04-13T03:43:02.966Z,72.98,1.77,1471,12.86,running
CNC_01,2026-04-13T03:44:02.966Z,74.03,1.82,1466,12.47,running
CNC_01,2026-04-13T03:45:02.966Z,72.13,1.77,1480,12.37,running
CNC_01,2026-04-13T03:46:02.966Z,72.65,1.74,1498,12.66,running
CNC_01,2026-04-13T03:47:02.966Z,72.99,1.75,1463,12.62,running
CNC_01,2026-04-13T03:48:02.966Z,70.63,1.8,1463,12.52,running
CNC_01,2026-04-13T03:49:02.966Z,74.15,1.87,1465,12.47,running
CNC_01,2026-04-13T03:50:02.966Z,69.93,1.84,1478,12.36,running
CNC_01,2026-04-13T03:51:02.966Z,73.87,1.79,1490,12.87,running
CNC_01,2026-04-13T03:52:02.966Z,71.07,1.76,1471,12.19,running
CNC_01,2026-04-13T03:53:02.966Z,71.48,1.78,1473,12.15,running
CNC_01,2026-04-13T03:54:02.966Z,70.31,1.81,1469,12.41,running
CNC_01,2026-04-13T03:55:02.966Z,70.84,1.86,1468,12.59,running
CNC_01,2026-04-13T03:56:02.966Z,71.9,1.83,1459,12.76,running
CNC_01,2026-04-13T03:57:02.966Z,73.7,1.79,1479,12.59,running
CNC_01,2026-04-13T03:58:02.966Z,73.79,1.85,1472,12.42,running
CNC_01,2026-04-13T03:59:02.966Z,69.92,1.85,1463,12.15,running
CNC_01,2026-04-13T04:00:02.966Z,73.22,1.76,1471,12.26,running
CNC_01,2026-04-13T04:01:02.966Z,71.63,1.87,1472,12.63,running
CNC_01,2026-04-13T04:02:02.966Z,70.29,1.74,1470,12.71,running
CNC_01,2026-04-13T04:03:02.966Z,72.29,1.83,1470,12.33,running
CNC_01,2026-04-13T04:04:02.966Z,70.46,1.86,1480,12.55,running
CNC_01,2026-04-13T04:05:02.966Z,70.51,1.77,1480,12.21,running
CNC_01,2026-04-13T04:06:02.966Z,71.03,1.81,1501,12.63,running
CNC_01,2026-04-13T04:07:02.966Z,71.3,1.84,1465,12.16,running
CNC_01,2026-04-13T04:08:02.966Z,71.25,1.78,1498,12.2,running
CNC_01,2026-04-13T04:09:02.966Z,73.78,1.78,1478,12.33,running
CNC_01,2026-04-13T04:10:02.966Z,73.39,1.74,1467,12.44,running
CNC_01,2026-04-13T04:11:02.966Z,70.34,1.81,1497,12.16,running
CNC_01,2026-04-13T04:12:02.966Z,72.6,1.82,1473,12.15,running
CNC_01,2026-04-13T04:13:02.966Z,73.63,1.75,1463,12.47,running
CNC_01,2026-04-13T04:14:02.966Z,73.93,1.73,1491,12.45,running
CNC_01,2026-04-13T04:15:02.966Z,70.68,1.8,1486,12.56,running
CNC_01,2026-04-13T04:16:02.966Z,72.99,1.78,1466,12.62,running
CNC_01,2026-04-13T04:17:02.966Z,72.01,1.84,1464,12.33,running
CNC_01,2026-04-13T04:18:02.966Z,74.13,1.84,1466,12.83,running
CNC_01,2026-04-13T04:19:02.966Z,72.08,1.78,1475,12.21,running
CNC_01,2026-04-13T04:20:02.966Z,71.68,1.85,1488,12.17,running
CNC_01,2026-04-13T04:21:02.966Z,70.69,1.82,1484,12.59,running
CNC_01,2026-04-13T04:22:02.966Z,72.09,1.75,1480,12.7,running
CNC_01,2026-04-13T04:23:02.966Z,69.98,1.78,1498,12.57,running
CNC_01,2026-04-13T04:24:02.966Z,72.48,1.8,1468,12.71,running
CNC_01,2026-04-13T04:25:02.966Z,69.94,1.75,1467,12.16,running
CNC_01,2026-04-13T04:26:02.966Z,70.38,1.76,1463,12.68,running
CNC_01,2026-04-13T04:27:02.966Z,71.54,1.81,1481,12.78,running
CNC_01,2026-04-13T04:28:02.966Z,74.05,1.83,1479,12.24,running
CNC_01,2026-04-13T04:29:02.966Z,73.38,1.83,1465,12.71,running
CNC_01,2026-04-13T04:30:02.966Z,72.25,1.75,1486,12.49,running
CNC_01,2026-04-13T04:31:02.966Z,70.65,1.75,1498,12.84,running
CNC_01,2026-04-13T04:32:02.966Z,72.29,1.86,1479,12.87,running
CNC_01,2026-04-13T04:33:02.966Z,71.6,1.82,1485,12.55,running
CNC_01,2026-04-13T04:34:02.966Z,70.46,1.78,1496,12.49,running
CNC_01,2026-04-13T04:35:02.966Z,72.06,1.84,1491,12.39,running
CNC_01,2026-04-13T04:36:02.966Z,73.46,1.76,1500,12.46,running
CNC_01,2026-04-13T04:37:02.966Z,72.53,1.82,1488,12.53,running
CNC_01,2026-04-13T04:38:02.966Z,73.12,1.74,1477,12.64,running
CNC_01,2026-04-13T04:39:02.966Z,73.81,1.74,1484,12.24,running
CNC_01,2026-04-13T04:40:02.966Z,70.97,1.74,1493,12.18,running
CNC_01,2026-04-13T04:41:02.966Z,74.13,1.73,1464,12.17,running
CNC_01,2026-04-13T04:42:02.966Z,72.6,1.85,1458,12.63,running
CNC_01,2026-04-13T04:43:02.966Z,70.04,1.73,1469,12.27,running
CNC_01,2026-04-13T04:44:02.966Z,69.93,1.77,1475,12.28,running
CNC_01,2026-04-13T04:45:02.966Z,70.83,1.82,1461,12.79,running
CNC_01,2026-04-13T04:46:02.966Z,72.29,1.77,1488,12.64,running
CNC_01,2026-04-13T04:47:02.966Z,69.96,1.77,1472,12.6,running
CNC_01,2026-04-13T04:48:02.966Z,70.73,1.85,1461,12.87,running
CNC_01,2026-04-13T04:49:02.966Z,71.45,1.79,1461,12.28,running
CNC_01,2026-04-13T04:50:02.966Z,72.58,1.82,1474,12.8,running
CNC_01,2026-04-13T04:51:02.966Z,73.57,1.73,1486,12.62,running
CNC_01,2026-04-13T04:52:02.966Z,73.06,1.74,1481,12.32,running
CNC_01,2026-04-13T04:53:02.966Z,72.58,1.86,1486,12.77,running
CNC_01,2026-04-13T04:54:02.966Z,72.18,1.75,1472,12.83,running
CNC_01,2026-04-13T04:55:02.966Z,70.16,1.77,1493,12.36,running
CNC_01,2026-04-13T04:56:02.966Z,70.77,1.78,1468,12.57,running
CNC_01,2026-04-13T04:57:02.966Z,72.17,1.84,1480,12.29,running
CNC_01,2026-04-13T04:58:02.966Z,72.82,1.83,1460,12.86,running
CNC_01,2026-04-13T04:59:02.966Z,73.7,1.77,1484,12.52,running
CNC_01,2026-04-13T05:00:02.966Z,72.01,1.78,1500,12.42,running
CNC_01,2026-04-13T05:01:02.966Z,73.3,1.87,1459,12.65,running
CNC_01,2026-04-13T05:02:02.966Z,70.32,1.78,1487,12.29,running
CNC_01,2026-04-13T05:03:02.966Z,73.75,1.87,1496,12.62,running
CNC_01,2026-04-13T05:04:02.966Z,73.68,1.78,1458,12.83,running
CNC_01,2026-04-13T05:05:02.966Z,73.66,1.83,1458,12.2,running
CNC_01,2026-04-13T05:06:02.966Z,70.99,1.8,1490,12.72,running
CNC_01,2026-04-13T05:07:02.966Z,71.28,1.84,1497,12.81,running
CNC_01,2026-04-13T05:08:02.966Z,70.39,1.77,1462,12.21,running
CNC_01,2026-04-13T05:09:02.966Z,70.23,1.74,1480,12.69,running
CNC_01,2026-04-13T05:10:02.966Z,69.84,1.83,1467,12.66,running
CNC_01,2026-04-13T05:11:02.966Z,70.3,1.73,1490,12.16,running
CNC_01,2026-04-13T05:12:02.966Z,73.07,1.79,1483,12.65,running
CNC_01,2026-04-13T05:13:02.966Z,71.47,1.73,1465,12.55,running
CNC_01,2026-04-13T05:14:02.966Z,70.4,1.75,1468,12.37,running
CNC_01,2026-04-13T05:15:02.966Z,72.57,1.8,1471,12.62,running
CNC_01,2026-04-13T05:16:02.966Z,73.07,1.74,1474,12.42,running
CNC_01,2026-04-13T05:17:02.966Z,71.31,1.74,1464,12.66,running
CNC_01,2026-04-13T05:18:02.966Z,70.47,1.81,1474,12.48,running
CNC_01,2026-04-13T05:19:02.966Z,73.78,1.84,1475,12.58,running
CNC_01,2026-04-13T05:20:02.966Z,73.9,1.87,1501,12.7,running
CNC_01,2026-04-13T05:21:02.966Z,72.13,1.75,1473,12.14,running
CNC_01,2026-04-13T05:22:02.966Z,70.32,1.73,1482,12.21,running
CNC_01,2026-04-13T05:23:02.966Z,71.6,1.82,1467,12.35,running
CNC_01,2026-04-13T05:24:02.966Z,71.94,1.85,1471,12.86,running
CNC_01,2026-04-13T05:25:02.966Z,71.02,1.77,1466,12.49,running
CNC_01,2026-04-13T05:26:02.966Z,73.6,1.87,1466,12.54,running
CNC_01,2026-04-13T05:27:02.966Z,72.7,1.87,1502,12.63,running
CNC_01,2026-04-13T05:28:02.966Z,70.23,1.86,1490,12.86,running
CNC_01,2026-04-13T05:29:02.966Z,73.24,1.83,1487,12.24,running
CNC_01,2026-04-13T05:30:02.966Z,72.9,1.76,1483,12.85,running
CNC_01,2026-04-13T05:31:02.966Z,73.28,1.75,1461,12.16,running
CNC_01,2026-04-13T05:32:02.966Z,69.85,1.83,1460,12.53,running
CNC_01,2026-04-13T05:33:02.966Z,70.9,1.81,1459,12.74,running
CNC_01,2026-04-13T05:34:02.966Z,71.54,1.82,1482,12.18,running
CNC_01,2026-04-13T05:35:02.966Z,70.98,1.82,1468,12.57,running
CNC_01,2026-04-13T05:36:02.966Z,71.89,1.74,1464,12.26,running
CNC_01,2026-04-13T05:37:02.966Z,72.73,1.77,1459,12.86,running
CNC_01,2026-04-13T05:38:02.966Z,74.01,1.84,1459,12.59,running
CNC_01,2026-04-13T05:39:02.966Z,71.38,1.84,1485,12.69,running
CNC_01,2026-04-13T05:40:02.966Z,70.3,1.74,1459,12.81,running
CNC_01,2026-04-13T05:41:02.966Z,69.93,1.82,1496,12.84,running
CNC_01,2026-04-13T05:42:02.966Z,73.59,1.85,1502,12.73,running
CNC_01,2026-04-13T05:43:02.966Z,71.68,1.82,1477,12.58,running
CNC_01,2026-04-13T05:44:02.966Z,71.04,1.87,1502,12.72,running
CNC_01,2026-04-13T05:45:02.966Z,70.33,1.79,1502,12.41,running
CNC_01,2026-04-13T05:46:02.966Z,72.55,1.82,1500,12.67,running
CNC_01,2026-04-13T05:47:02.966Z,72.92,1.8,1486,12.58,running
CNC_01,2026-04-13T05:48:02.966Z,70.1,1.85,1479,12.33,running
CNC_01,2026-04-13T05:49:02.966Z,71.57,1.84,1465,12.65,running
CNC_01,2026-04-13T05:50:02.966Z,72.65,1.84,1492,12.59,running
CNC_01,2026-04-13T05:51:02.966Z,71.11,1.82,1471,12.44,running
CNC_01,2026-04-13T05:52:02.966Z,71.08,1.75,1476,12.61,running
CNC_01,2026-04-13T05:53:02.966Z,70.94,1.74,1489,12.78,running
CNC_01,2026-04-13T05:54:02.966Z,70.6,1.77,1460,12.58,running
CNC_01,2026-04-13T05:55:02.966Z,72.93,1.74,1494,12.16,running
CNC_01,2026-04-13T05:56:02.966Z,70.9,1.78,1462,12.45,running
CNC_01,2026-04-13T05:57:02.966Z,71.87,1.77,1492,12.79,running
CNC_01,2026-04-13T05:58:02.966Z,73.58,1.83,1460,12.54,running
CNC_01,2026-04-13T05:59:02.966Z,73.35,1.81,1495,12.14,running
CNC_01,2026-04-13T06:00:02.966Z,73.64,1.77,1493,12.25,running
CNC_01,2026-04-13T06:01:02.966Z,71.59,1.78,1496,12.48,running
CNC_01,2026-04-13T06:02:02.966Z,70.46,1.77,1498,12.26,running
CNC_01,2026-04-13T06:03:02.966Z,73.14,1.76,1497,12.75,running
CNC_01,2026-04-13T06:04:02.966Z,73.9,1.87,1492,12.33,running
CNC_01,2026-04-13T06:05:02.966Z,72.0,1.75,1498,12.36,running
CNC_01,2026-04-13T06:06:02.966Z,73.1,1.84,1477,12.72,running
CNC_01,2026-04-13T06:07:02.966Z,72.9,1.81,1496,12.5,running
CNC_01,2026-04-13T06:08:02.966Z,71.17,1.82,1467,12.39,running
CNC_01,2026-04-13T06:09:02.966Z,72.48,1.87,1497,12.28,running
CNC_01,2026-04-13T06:10:02.966Z,73.48,1.87,1463,12.79,running
CNC_01,2026-04-13T06:11:02.966Z,70.4,1.82,1476,12.6,running
CNC_01,2026-04-13T06:12:02.966Z,70.87,1.82,1480,12.44,running
CNC_01,2026-04-13T06:13:02.966Z,71.76,1.76,1461,12.51,running
CNC_01,2026-04-13T06:14:02.966Z,72.42,1.79,1468,12.37,running
CNC_01,2026-04-13T06:15:02.966Z,71.3,1.83,1493,12.58,running
CNC_01,2026-04-13T06:16:02.966Z,70.05,1.82,1474,12.31,running
CNC_01,2026-04-13T06:17:02.966Z,70.52,1.78,1494,12.34,running
CNC_01,2026-04-13T06:18:02.966Z,73.92,1.85,1494,12.5,running
CNC_01,2026-04-13T06:19:02.966Z,73.46,1.77,1490,12.32,running
CNC_01,2026-04-13T06:20:02.966Z,73.53,1.77,1458,12.48,running
CNC_01,2026-04-13T06:21:02.966Z,71.89,1.85,1469,12.14,running
CNC_01,2026-04-13T06:22:02.966Z,71.18,1.83,1502,12.32,running
CNC_01,2026-04-13T06:23:02.966Z,72.71,1.86,1465,12.41,running
CNC_01,2026-04-13T06:24:02.966Z,72.78,1.74,1492,12.37,running
CNC_01,2026-04-13T06:25:02.966Z,73.32,1.74,1459,12.58,running
CNC_01,2026-04-13T06:26:02.966Z,72.52,1.86,1464,12.84,running
CNC_01,2026-04-13T06:27:02.966Z,71.39,1.75,1477,12.58,running
CNC_01,2026-04-13T06:28:02.966Z,73.43,1.82,1493,12.79,running
CNC_01,2026-04-13T06:29:02.966Z,71.67,1.73,1481,12.68,running
CNC_01,2026-04-13T06:30:02.966Z,73.59,1.79,1464,12.85,running
CNC_01,2026-04-13T06:31:02.966Z,71.6,1.78,1490,12.75,running
CNC_01,2026-04-13T06:32:02.966Z,70.41,1.76,1462,12.36,running
CNC_01,2026-04-13T06:33:02.966Z,72.17,1.8,1465,12.83,running
CNC_01,2026-04-13T06:34:02.966Z,71.22,1.87,1492,12.78,running
CNC_01,2026-04-13T06:35:02.966Z,72.45,1.82,1470,12.16,running
CNC_01,2026-04-13T06:36:02.966Z,72.96,1.85,1502,12.82,running
CNC_01,2026-04-13T06:37:02.966Z,72.96,1.74,1499,12.36,running
CNC_01,2026-04-13T06:38:02.966Z,71.44,1.77,1477,12.48,running
CNC_01,2026-04-13T06:39:02.966Z,72.25,1.77,1490,12.64,running
CNC_01,2026-04-13T06:40:02.966Z,71.55,1.73,1475,12.42,running
CNC_01,2026-04-13T06:41:02.966Z,70.76,1.85,1472,12.55,running
CNC_01,2026-04-13T06:42:02.966Z,73.71,1.73,1500,12.13,running
CNC_01,2026-04-13T06:43:02.966Z,73.99,1.74,1500,12.2,running
CNC_01,2026-04-13T06:44:02.966Z,72.05,1.77,1486,12.3,running
CNC_01,2026-04-13T06:45:02.966Z,73.82,1.74,1502,12.45,running
CNC_01,2026-04-13T06:46:02.966Z,72.15,1.77,1470,12.33,running
CNC_01,2026-04-13T06:47:02.966Z,72.38,1.82,1499,12.56,running
CNC_01,2026-04-13T06:48:02.966Z,69.97,1.77,1498,12.34,running
CNC_01,2026-04-13T06:49:02.966Z,73.95,1.76,1475,12.2,running
CNC_01,2026-04-13T06:50:02.966Z,72.41,1.81,1479,12.16,running
CNC_01,2026-04-13T06:51:02.966Z,72.78,1.81,1465,12.35,running
CNC_01,2026-04-13T06:52:02.966Z,73.62,1.81,1466,12.41,running
CNC_01,2026-04-13T06:53:02.966Z,72.59,1.75,1465,12.68,running
CNC_01,2026-04-13T06:54:02.966Z,72.19,1.81,1460,12.82,running
CNC_01,2026-04-13T06:55:02.966Z,73.6,1.83,1498,12.2,running
CNC_01,2026-04-13T06:56:02.966Z,72.98,1.8,1496,12.21,running
CNC_01,2026-04-13T06:57:02.966Z,70.16,1.8,1484,12.39,running
CNC_01,2026-04-13T06:58:02.966Z,72.42,1.84,1475,12.68,running
CNC_01,2026-04-13T06:59:02.966Z,72.85,1.87,1459,12.84,running
CNC_01,2026-04-13T07:00:02.966Z,70.73,1.81,1500,12.42,running
CNC_01,2026-04-13T07:01:02.966Z,72.75,1.84,1478,12.81,running
CNC_01,2026-04-13T07:02:02.966Z,70.93,1.81,1461,12.53,running
CNC_01,2026-04-13T07:03:02.966Z,71.57,1.81,1485,12.75,running
CNC_01,2026-04-13T07:04:02.966Z,73.93,1.84,1476,12.67,running
CNC_01,2026-04-13T07:05:02.966Z,72.82,1.79,1477,12.5,running
CNC_01,2026-04-13T07:06:02.966Z,69.88,1.87,1460,12.86,running
CNC_01,2026-04-13T07:07:02.966Z,73.18,1.75,1468,12.15,running
CNC_01,2026-04-13T07:08:02.966Z,71.39,1.87,1464,12.79,running
CNC_01,2026-04-13T07:09:02.966Z,73.73,1.87,1478,12.83,running
CNC_01,2026-04-13T07:10:02.966Z,74.1,1.82,1459,12.21,running
CNC_01,2026-04-13T07:11:02.966Z,73.08,1.87,1470,12.71,running
CNC_01,2026-04-13T07:12:02.966Z,71.62,1.83,1469,12.33,running
CNC_01,2026-04-13T07:13:02.966Z,70.22,1.77,1490,12.35,running
CNC_01,2026-04-13T07:14:02.966Z,70.71,1.83,1460,12.5,running
CNC_01,2026-04-13T07:15:02.966Z,70.65,1.83,1479,12.16,running
CNC_01,2026-04-13T07:16:02.966Z,72.6,1.73,1458,12.71,running
CNC_01,2026-04-13T07:17:02.966Z,70.53,1.73,1462,12.23,running
CNC_01,2026-04-13T07:18:02.966Z,70.69,1.85,1477,12.45,running
CNC_01,2026-04-13T07:19:02.966Z,73.78,1.83,1463,12.54,running
CNC_01,2026-04-13T07:20:02.966Z,70.5,1.74,1465,12.61,running
CNC_01,2026-04-13T07:21:02.966Z,71.64,1.77,1463,12.26,running
CNC_01,2026-04-13T07:22:02.966Z,72.15,1.87,1466,12.85,running
CNC_01,2026-04-13T07:23:02.966Z,70.39,1.78,1493,12.4,running
CNC_01,2026-04-13T07:24:02.966Z,71.99,1.81,1458,12.49,running
CNC_01,2026-04-13T07:25:02.966Z,70.65,1.81,1496,12.14,running
CNC_01,2026-04-13T07:26:02.966Z,70.04,1.8,1484,12.87,running
CNC_01,2026-04-13T07:27:02.966Z,74.02,1.86,1483,12.47,running
CNC_01,2026-04-13T07:28:02.966Z,72.61,1.81,1490,12.5,running
CNC_01,2026-04-13T07:29:02.966Z,74.0,1.74,1480,12.66,running
CNC_01,2026-04-13T07:30:02.966Z,70.15,1.79,1471,12.44,running
CNC_01,2026-04-13T07:31:02.966Z,72.63,1.76,1482,12.79,running
CNC_01,2026-04-13T07:32:02.966Z,70.54,1.83,1484,12.67,running
CNC_01,2026-04-13T07:33:02.966Z,70.24,1.85,1496,12.19,running
CNC_01,2026-04-13T07:34:02.966Z,70.12,1.75,1494,12.84,running
CNC_01,2026-04-13T07:35:02.966Z,69.94,1.83,1482,12.72,running
CNC_01,2026-04-13T07:36:02.966Z,73.24,1.8,1487,12.73,running
CNC_01,2026-04-13T07:37:02.966Z,73.2,1.87,1467,12.48,running
CNC_01,2026-04-13T07:38:02.966Z,73.21,1.77,1489,12.43,running
CNC_01,2026-04-13T07:39:02.966Z,72.97,1.83,1465,12.76,running
CNC_01,2026-04-13T07:40:02.966Z,70.29,1.81,1465,12.37,running
CNC_01,2026-04-13T07:41:02.966Z,73.6,1.75,1469,12.84,running
CNC_01,2026-04-13T07:42:02.966Z,73.89,1.75,1459,12.13,running
CNC_01,2026-04-13T07:43:02.966Z,69.95,1.8,1474,12.69,running
CNC_01,2026-04-13T07:44:02.966Z,72.31,1.79,1463,12.79,running
CNC_01,2026-04-13T07:45:02.966Z,73.69,1.86,1493,12.23,running
CNC_01,2026-04-13T07:46:02.966Z,72.53,1.74,1496,12.29,running
CNC_01,2026-04-13T07:47:02.966Z,72.21,1.75,1466,12.84,running
CNC_01,2026-04-13T07:48:02.966Z,73.22,1.84,1499,12.16,running
CNC_01,2026-04-13T07:49:02.966Z,71.1,1.84,1488,12.2,running
CNC_01,2026-04-13T07:50:02.966Z,73.49,1.85,1470,12.34,running
CNC_01,2026-04-13T07:51:02.966Z,72.9,1.83,1500,12.4,running
CNC_01,2026-04-13T07:52:02.966Z,70.45,1.84,1480,12.8,running
CNC_01,2026-04-13T07:53:02.966Z,73.73,1.84,1460,12.6,running
CNC_01,2026-04-13T07:54:02.966Z,73.36,1.8,1492,12.5,running
CNC_01,2026-04-13T07:55:02.966Z,72.94,1.75,1498,12.26,running
CNC_01,2026-04-13T07:56:02.966Z,72.99,1.87,1495,12.52,running
CNC_01,2026-04-13T07:57:02.966Z,71.77,1.75,1471,12.46,running
CNC_01,2026-04-13T07:58:02.966Z,70.24,1.75,1476,12.84,running
CNC_01,2026-04-13T07:59:02.966Z,71.52,1.8,1473,12.36,running
CNC_01,2026-04-13T08:00:02.966Z,73.45,1.77,1494,12.18,running
CNC_01,2026-04-13T08:01:02.966Z,70.97,1.81,1500,12.17,running
CNC_01,2026-04-13T08:02:02.966Z,70.04,1.87,1495,12.73,running
CNC_01,2026-04-13T08:03:02.966Z,72.65,1.78,1497,12.67,running
CNC_01,2026-04-13T08:04:02.966Z,71.61,1.74,1472,12.48,running
CNC_01,2026-04-13T08:05:02.966Z,71.58,1.76,1463,12.8,running
CNC_01,2026-04-13T08:06:02.966Z,72.12,1.75,1480,12.18,running
CNC_01,2026-04-13T08:07:02.966Z,71.99,1.74,1485,12.67,running
CNC_01,2026-04-13T08:08:02.966Z,72.02,1.8,1489,12.82,running
CNC_01,2026-04-13T08:09:02.966Z,70.97,1.82,1469,12.32,running
CNC_01,2026-04-13T08:10:02.966Z,72.96,1.84,1481,12.23,running
CNC_01,2026-04-13T08:11:02.966Z,71.87,1.86,1478,12.27,running
CNC_01,2026-04-13T08:12:02.966Z,73.86,1.84,1486,12.44,running
CNC_01,2026-04-13T08:13:02.966Z,71.07,1.86,1484,12.87,running
CNC_01,2026-04-13T08:14:02.966Z,74.1,1.74,1477,12.49,running
CNC_01,2026-04-13T08:15:02.966Z,71.43,1.75,1467,12.77,running
CNC_01,2026-04-13T08:16:02.966Z,70.36,1.82,1472,12.15,running
CNC_01,2026-04-13T08:17:02.966Z,71.84,1.77,1490,12.25,running
CNC_01,2026-04-13T08:18:02.966Z,73.94,1.79,1500,12.31,running
CNC_01,2026-04-13T08:19:02.966Z,71.72,1.82,1495,12.79,running
CNC_01,2026-04-13T08:20:02.966Z,70.85,1.77,1479,12.3,running
CNC_01,2026-04-13T08:21:02.966Z,70.03,1.84,1473,12.65,running
CNC_01,2026-04-13T08:22:02.966Z,72.2,1.82,1483,12.84,running
CNC_01,2026-04-13T08:23:02.966Z,74.06,1.76,1470,12.8,running
CNC_01,2026-04-13T08:24:02.966Z,72.19,1.74,1496,12.62,running
CNC_01,2026-04-13T08:25:02.966Z,70.2,1.87,1465,12.86,running
CNC_01,2026-04-13T08:26:02.966Z,71.03,1.79,1474,12.78,running
CNC_01,2026-04-13T08:27:02.966Z,73.94,1.85,1463,12.84,running
CNC_01,2026-04-13T08:28:02.966Z,70.48,1.8,1493,12.29,running
CNC_01,2026-04-13T08:29:02.966Z,70.59,1.75,1482,12.24,running
CNC_01,2026-04-13T08:30:02.966Z,70.83,1.75,1461,12.62,running
CNC_01,2026-04-13T08:31:02.966Z,71.01,1.85,1487,12.68,running
